vuln_id,asset_id,vulnerability_name,cve,severity,cvss,exploit_available,patch_available,days_open,asset_exposure,auth_required,status,affected_component,asset_name,asset_type,environment,owner_team,business_service,internet_exposed,criticality,data_classification,edr_installed,last_seen_days,vendor_product,business_impact,customer_facing,compliance_scope,revenue_impact,rto_hours,depends_on,risk_appetite,service_dependents,effective_internet_exposed,exposure_conflict,is_synthetic_cve,edr_missing,asset_stale,exploit_available_flag,patch_available_flag,auth_required_flag,ti_match_count,ti_intel_ids,ti_actors,ti_campaigns,ti_ransomware,ti_best_maturity,ti_profile_targeted,ti_last_seen,ti_summaries,in_kev,kev_ransomware,kev_date_added,kev_required_action,actively_exploited,ransomware_linked,likelihood,likelihood_breakdown,impact,impact_breakdown,risk_score
V-2103,A-1052,NTLM Hash Disclosure via Spoofing,CVE-2024-43451,Medium,6.5,Yes,Yes,30,Internal,Yes,Open,NTLM Protocol,exec-laptop-cfo,Endpoint,Production,Finance Team,Executive Operations,No,High,Executive Confidential,Yes,2,Windows 11 22H2,Executive communications and sensitive strategic files compromised,No,ISO 27001,High,8,,Low,0,False,False,False,False,False,True,True,True,0,,,,False,Not Applicable,False,,,True,False,2024-11-12,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,True,False,0.18459595959595954,"{""exposure"": {""internet_exposed"": false, ""value"": 0.35}, ""evidence_tier"": {""tier"": ""actively_exploited"", ""value"": 0.85, ""in_kev"": true, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 6.5, ""value"": 0.86}, ""no_auth_required"": {""applied"": false, ""value"": 1.0}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": false, ""value"": 1.0}}",0.524,"{""components"": {""asset_criticality"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""service_revenue"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""compliance"": {""input"": ""ISO 27001"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""8"", ""score"": 0.6, ""weight"": 0.1}, ""data_classification"": {""input"": ""Executive Confidential"", ""score"": 0.8, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 0, ""value"": 0.0}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Endpoint"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",9.7
V-2077,A-1026,PostgreSQL Privilege Escalation,CVE-2024-10978,Critical,9.2,Yes,Yes,40,Internal,Yes,Open,Database Engine,analytics-db-prod,Database,Production,Data Engineering,Analytics Platform,No,Medium,Aggregated Analytics,Yes,2,PostgreSQL 15 / Ubuntu 22.04,Business intelligence and product analytics unavailable,No,GDPR,Low,48,,High,0,False,False,False,False,False,True,True,True,1,TI-3014,BlackCinder,Database Grab,True,Active Exploitation,True,2026-04-19,Ransomware affiliates chaining PostgreSQL privilege escalation CVE-2024-10978 with lateral movement to internal databases. Finance and payment databases are primary targets.,False,False,,,True,True,0.26888888888888884,"{""exposure"": {""internet_exposed"": false, ""value"": 0.35}, ""evidence_tier"": {""tier"": ""active_and_ransomware"", ""value"": 1.0, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": ""BlackCinder"", ""ti_maturity"": ""Active Exploitation""}, ""cvss_multiplier"": {""cvss"": 9.2, ""value"": 0.968}, ""no_auth_required"": {""applied"": false, ""value"": 1.0}, ""profile_targeted"": {""applied"": true, ""value"": 1.1}, ""edr_missing"": {""applied"": false, ""value"": 1.0}}",0.3500000000000001,"{""components"": {""asset_criticality"": {""input"": ""Medium"", ""score"": 0.5, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Low"", ""score"": 0.25, ""weight"": 0.25}, ""compliance"": {""input"": ""GDPR"", ""score"": 0.8, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""48"", ""score"": 0.2, ""weight"": 0.1}, ""data_classification"": {""input"": ""Aggregated Analytics"", ""score"": 0.3, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 0, ""value"": 0.0}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Database"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",9.4
V-2038,A-1012,Excessive User Permissions on Projects,CVE-SYN-2024-0822,High,7.6,No,Yes,95,Internet,Yes,Open,Access Control,jira-prod,Application Server,Production,Engineering,Software Delivery,Yes,High,Source Code,Yes,1,Atlassian Jira 9.4,Product releases blocked; CI/CD pipelines offline,No,SOC 2,Medium,24,,Medium,1,True,False,True,False,False,False,True,True,0,,,,False,Not Applicable,False,,,False,False,,,False,False,0.1956709956709956,"{""exposure"": {""internet_exposed"": true, ""value"": 1.0}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 7.6, ""value"": 0.904}, ""no_auth_required"": {""applied"": false, ""value"": 1.0}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": false, ""value"": 1.0}}",0.48200000000000004,"{""components"": {""asset_criticality"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Medium"", ""score"": 0.5, ""weight"": 0.25}, ""compliance"": {""input"": ""SOC 2"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""24"", ""score"": 0.4, ""weight"": 0.1}, ""data_classification"": {""input"": ""Source Code"", ""score"": 0.6, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 1, ""value"": 0.05}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Application Server"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",9.4
V-2039,A-1012,Outdated Jira Version,CVE-SYN-2024-0155,Medium,6.5,No,Yes,130,Internet,No,Open,Application Version,jira-prod,Application Server,Production,Engineering,Software Delivery,Yes,High,Source Code,Yes,1,Atlassian Jira 9.4,Product releases blocked; CI/CD pipelines offline,No,SOC 2,Medium,24,,Medium,1,True,False,True,False,False,False,True,False,0,,,,False,Not Applicable,False,,,False,False,,,False,False,0.19545454545454544,"{""exposure"": {""internet_exposed"": true, ""value"": 1.0}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 6.5, ""value"": 0.86}, ""no_auth_required"": {""applied"": true, ""value"": 1.05}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": false, ""value"": 1.0}}",0.48200000000000004,"{""components"": {""asset_criticality"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Medium"", ""score"": 0.5, ""weight"": 0.25}, ""compliance"": {""input"": ""SOC 2"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""24"", ""score"": 0.4, ""weight"": 0.1}, ""data_classification"": {""input"": ""Source Code"", ""score"": 0.6, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 1, ""value"": 0.05}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Application Server"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",9.4
V-2049,A-1015,Session Fixation Attack,CVE-SYN-2024-0311,Medium,5.2,No,Yes,110,Internet,Yes,Open,Session Handler,hr-portal-prod,Web Application,Production,HR Team,Employee Services,Yes,High,Employee PII,Yes,2,PHP 8.1 / Apache 2.4 / Ubuntu 22.04,HR workflows and payroll processing impacted; employee data at risk,No,GDPR,Medium,12,,Low,0,True,False,True,False,False,False,True,True,0,,,,False,Not Applicable,False,,,False,False,,,False,False,0.17489177489177485,"{""exposure"": {""internet_exposed"": true, ""value"": 1.0}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 5.2, ""value"": 0.808}, ""no_auth_required"": {""applied"": false, ""value"": 1.0}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": false, ""value"": 1.0}}",0.522,"{""components"": {""asset_criticality"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Medium"", ""score"": 0.5, ""weight"": 0.25}, ""compliance"": {""input"": ""GDPR"", ""score"": 0.8, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""12"", ""score"": 0.6, ""weight"": 0.1}, ""data_classification"": {""input"": ""Employee PII"", ""score"": 0.8, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 0, ""value"": 0.0}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Web Application"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",9.1
V-2057,A-1018,Exchange Server-Side Request Forgery,CVE-SYN-2025-0501,High,8.5,No,Yes,50,Internet,No,Open,Request Processor,email-server-prod,Mail Server,Production,IT Operations,Internal Communications,Yes,High,Internal Confidential,Yes,1,Microsoft Exchange 2019 CU13,Internal email and chat offline; operational coordination degraded,No,ISO 27001,Low,24,,Medium,0,True,False,True,False,False,False,True,False,0,,,,False,Not Applicable,False,,,False,False,,,False,False,0.21363636363636357,"{""exposure"": {""internet_exposed"": true, ""value"": 1.0}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 8.5, ""value"": 0.94}, ""no_auth_required"": {""applied"": true, ""value"": 1.05}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": false, ""value"": 1.0}}",0.384,"{""components"": {""asset_criticality"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Low"", ""score"": 0.25, ""weight"": 0.25}, ""compliance"": {""input"": ""ISO 27001"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""24"", ""score"": 0.4, ""weight"": 0.1}, ""data_classification"": {""input"": ""Internal Confidential"", ""score"": 0.5, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 0, ""value"": 0.0}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Mail Server"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",8.2
V-2097,A-1047,Jenkins Arbitrary File Read via CLI,CVE-2024-23897,Critical,9.8,Yes,Yes,90,Internal,No,Open,Jenkins CLI,dev-build-server-02,Build Server,Development,Engineering,Software Delivery,No,Medium,Source Code,No,15,Jenkins 2.387 / Ubuntu 20.04,Product releases blocked; CI/CD pipelines offline,No,SOC 2,Medium,24,,Medium,1,False,False,False,True,False,True,True,False,1,TI-3010,SilentForge,Build Chain Theft,False,Weaponized,False,2026-04-21,"Jenkins CVE-2024-23897 arbitrary file read actively leveraged by SilentForge to extract secrets.json, credentials.xml and SSH keys from build servers.",True,True,2024-08-19,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,True,True,0.3156363636363635,"{""exposure"": {""internet_exposed"": false, ""value"": 0.35}, ""evidence_tier"": {""tier"": ""active_and_ransomware"", ""value"": 1.0, ""in_kev"": true, ""kev_ransomware"": true, ""ti_actors"": ""SilentForge"", ""ti_maturity"": ""Weaponized""}, ""cvss_multiplier"": {""cvss"": 9.8, ""value"": 0.992}, ""no_auth_required"": {""applied"": true, ""value"": 1.05}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": true, ""value"": 1.2}}",0.21600000000000003,"{""components"": {""asset_criticality"": {""input"": ""Medium"", ""score"": 0.5, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Medium"", ""score"": 0.5, ""weight"": 0.25}, ""compliance"": {""input"": ""SOC 2"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""24"", ""score"": 0.4, ""weight"": 0.1}, ""data_classification"": {""input"": ""Source Code"", ""score"": 0.6, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 1, ""value"": 0.05}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Build Server"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Development"", ""value"": 0.5}}",6.8
V-2095,A-1046,Jenkins Arbitrary File Read via CLI,CVE-2024-23897,Critical,9.8,Yes,Yes,90,Internal,No,Open,Jenkins CLI,dev-build-server-01,Build Server,Development,Engineering,Software Delivery,No,Medium,Source Code,No,12,Jenkins 2.414 / Ubuntu 22.04,Product releases blocked; CI/CD pipelines offline,No,SOC 2,Medium,24,,Medium,1,False,False,False,True,False,True,True,False,1,TI-3010,SilentForge,Build Chain Theft,False,Weaponized,False,2026-04-21,"Jenkins CVE-2024-23897 arbitrary file read actively leveraged by SilentForge to extract secrets.json, credentials.xml and SSH keys from build servers.",True,True,2024-08-19,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,True,True,0.3156363636363635,"{""exposure"": {""internet_exposed"": false, ""value"": 0.35}, ""evidence_tier"": {""tier"": ""active_and_ransomware"", ""value"": 1.0, ""in_kev"": true, ""kev_ransomware"": true, ""ti_actors"": ""SilentForge"", ""ti_maturity"": ""Weaponized""}, ""cvss_multiplier"": {""cvss"": 9.8, ""value"": 0.992}, ""no_auth_required"": {""applied"": true, ""value"": 1.05}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": true, ""value"": 1.2}}",0.21600000000000003,"{""components"": {""asset_criticality"": {""input"": ""Medium"", ""score"": 0.5, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Medium"", ""score"": 0.5, ""weight"": 0.25}, ""compliance"": {""input"": ""SOC 2"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""24"", ""score"": 0.4, ""weight"": 0.1}, ""data_classification"": {""input"": ""Source Code"", ""score"": 0.6, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 1, ""value"": 0.05}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Build Server"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Development"", ""value"": 0.5}}",6.8
V-2074,A-1025,Kubernetes Dashboard Exposed Without Auth,K8S-SYN-001,Critical,9.5,No,Yes,45,Internal,No,Open,K8s Dashboard,k8s-cluster-prod-01,Kubernetes Cluster,Production,DevOps,Payment Processing,No,Critical,Payment Card Data,Yes,1,Kubernetes 1.27 / Ubuntu 22.04,Payments and fund transfers fail; PCI DSS breach obligations triggered,Yes,PCI DSS,Critical,1,"Customer Login, Fraud Detection",Very Low,1,False,False,True,False,False,False,True,False,1,TI-3025,Unknown,Kubernetes Dashboard Exploitation,False,Proof of Concept,False,2026-04-14,Security researchers and opportunistic attackers scanning for exposed Kubernetes dashboards. Unauthenticated access enables full cluster takeover.,False,False,,,False,False,0.07795454545454544,"{""exposure"": {""internet_exposed"": false, ""value"": 0.35}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": ""Unknown"", ""ti_maturity"": ""Proof of Concept""}, ""cvss_multiplier"": {""cvss"": 9.5, ""value"": 0.98}, ""no_auth_required"": {""applied"": true, ""value"": 1.05}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": false, ""value"": 1.0}}",0.8399999999999999,"{""components"": {""asset_criticality"": {""input"": ""Critical"", ""score"": 1.0, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Critical"", ""score"": 1.0, ""weight"": 0.25}, ""compliance"": {""input"": ""PCI DSS"", ""score"": 1.0, ""weight"": 0.2}, ""customer_facing"": {""input"": ""Yes"", ""score"": 1.0, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""1"", ""score"": 1.0, ""weight"": 0.1}, ""data_classification"": {""input"": ""Payment Card Data"", ""score"": 1.0, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 1, ""value"": 0.05}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Kubernetes Cluster"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",6.5
V-2086,A-1032,PHP 7.4 End of Life,CVE-SYN-2024-0012,High,7.5,No,No,280,Internet,No,Open,PHP Runtime,marketing-cms-prod,Web Server,Production,Marketing,Corporate Website,Yes,Medium,Public Data,Yes,1,WordPress 6.2 / PHP 7.4 / Apache 2.4,Brand presence offline; press and investor communications disrupted,Yes,,Low,24,,High,0,True,False,True,False,False,False,False,False,0,,,,False,Not Applicable,False,,,False,False,,,False,False,0.2045454545454545,"{""exposure"": {""internet_exposed"": true, ""value"": 1.0}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 7.5, ""value"": 0.9}, ""no_auth_required"": {""applied"": true, ""value"": 1.05}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": false, ""value"": 1.0}}",0.31000000000000005,"{""components"": {""asset_criticality"": {""input"": ""Medium"", ""score"": 0.5, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Low"", ""score"": 0.25, ""weight"": 0.25}, ""compliance"": {""input"": ""nan"", ""score"": 0.2, ""weight"": 0.2}, ""customer_facing"": {""input"": ""Yes"", ""score"": 1.0, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""24"", ""score"": 0.4, ""weight"": 0.1}, ""data_classification"": {""input"": ""Public Data"", ""score"": 0.2, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 0, ""value"": 0.0}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Web Server"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",6.3
V-2075,A-1025,Privileged Containers Running in Production,K8S-SYN-002,High,8.4,No,Yes,60,Internal,Yes,Open,Pod Security Policy,k8s-cluster-prod-01,Kubernetes Cluster,Production,DevOps,Payment Processing,No,Critical,Payment Card Data,Yes,1,Kubernetes 1.27 / Ubuntu 22.04,Payments and fund transfers fail; PCI DSS breach obligations triggered,Yes,PCI DSS,Critical,1,"Customer Login, Fraud Detection",Very Low,1,False,False,True,False,False,False,True,True,0,,,,False,Not Applicable,False,,,False,False,,,False,False,0.0709090909090909,"{""exposure"": {""internet_exposed"": false, ""value"": 0.35}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 8.4, ""value"": 0.936}, ""no_auth_required"": {""applied"": false, ""value"": 1.0}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": false, ""value"": 1.0}}",0.8399999999999999,"{""components"": {""asset_criticality"": {""input"": ""Critical"", ""score"": 1.0, ""weight"": 0.25}, ""service_revenue"": {""input"": ""Critical"", ""score"": 1.0, ""weight"": 0.25}, ""compliance"": {""input"": ""PCI DSS"", ""score"": 1.0, ""weight"": 0.2}, ""customer_facing"": {""input"": ""Yes"", ""score"": 1.0, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""1"", ""score"": 1.0, ""weight"": 0.1}, ""data_classification"": {""input"": ""Payment Card Data"", ""score"": 1.0, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 1, ""value"": 0.05}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Kubernetes Cluster"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",6.0
